date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:50:04	26619/26619	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202023%2014:49:30%20GMT	https://www.half-life.com/en/alyx	C:/DownloadedSites/HL/www.half-life.com/en/alyx.html	(from https://www.half-life.com/en/home/)
03:50:04	7723/7723	---M--	200	added ('OK')	image/png	etag:%2262c48d7d-1e2b%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_logo_a.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_logo_a.png	(from https://www.half-life.com/en/home/)
03:50:04	2670/2670	---M--	200	added ('OK')	image/png	etag:%2262c48d7d-a6e%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_logo_l.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_logo_l.png	(from https://www.half-life.com/en/home/)
03:50:05	8235/8235	---M--	200	added ('OK')	image/png	etag:%2262c48d7d-202b%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_logo_y.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_logo_y.png	(from https://www.half-life.com/en/home/)
03:50:05	8988/8988	---M--	200	added ('OK')	image/png	etag:%2260e77005-231c%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_logo_x.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_logo_x.png	(from https://www.half-life.com/en/home/)
03:50:05	354602/354602	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7c-5692a%22	https://cdn.akamai.steamstatic.com/half-life.com/images/home/home_feature.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/home/home_feature.jpg	(from https://www.half-life.com/en/home/)
03:50:06	51794/51794	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202023%2014:49:30%20GMT	https://www.half-life.com/en/halflife25	C:/DownloadedSites/HL/www.half-life.com/en/halflife25.html	(from https://www.half-life.com/en/home/)
03:50:06	76618/76618	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7c-12b4a%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_coverart.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_coverart.jpg	(from https://www.half-life.com/en/home/)
03:50:06	44546/44546	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7c-ae02%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_coverart.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_coverart.jpg	(from https://www.half-life.com/en/home/)
03:50:06	43624/43624	---M--	200	added ('OK')	image/jpeg	etag:%2260e77004-aa68%22	https://cdn.akamai.steamstatic.com/half-life.com/images/episode1/episode1_coverart.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/episode1/episode1_coverart.jpg	(from https://www.half-life.com/en/home/)
03:50:07	34198/34198	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-8596%22	https://cdn.akamai.steamstatic.com/half-life.com/images/episode2/episode2_coverart.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/episode2/episode2_coverart.jpg	(from https://www.half-life.com/en/home/)
03:50:07	201205/201205	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7c-311f5%22	https://cdn.akamai.steamstatic.com/half-life.com/images/merchbanner_mobile.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/merchbanner_mobile.jpg	(from https://www.half-life.com/public/css/global.css?v=y8m3V1SJ9H0Q)
03:50:08	174542/174542	---M--	200	added ('OK')	image/png	etag:%226557ac69-2a9ce%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife25/gordon.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife25/gordon.png	(from https://www.half-life.com/public/css/global.css?v=y8m3V1SJ9H0Q)
03:50:09	579126/579126	---M--	200	added ('OK')	image/jpeg	etag:%226557ac69-8d636%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife25/anniversarybackground.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife25/anniversarybackground.jpg	(from https://www.half-life.com/public/css/global.css?v=y8m3V1SJ9H0Q)
03:50:09	753150/753150	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7c-b7dfe%22	https://cdn.akamai.steamstatic.com/half-life.com/images/merchbanner.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/merchbanner.jpg	(from https://www.half-life.com/public/css/global.css?v=y8m3V1SJ9H0Q)
03:50:09	28528/28528	---M--	200	added ('OK')	font/woff	etag:%2262c48d7d-6f70%22	https://www.half-life.com/public/css/fonts/apercu-light.WOFF	C:/DownloadedSites/HL/www.half-life.com/public/css/fonts/apercu-light.WOFF	(from https://www.half-life.com/public/css/fonts.css?v=Mjul9c3Wo_h6)
03:50:09	29724/29724	---M--	200	added ('OK')	font/woff	etag:%2262c48d7d-741c%22	https://www.half-life.com/public/css/fonts/apercu-medium.WOFF	C:/DownloadedSites/HL/www.half-life.com/public/css/fonts/apercu-medium.WOFF	(from https://www.half-life.com/public/css/fonts.css?v=Mjul9c3Wo_h6)
03:50:10	40784/40784	---M--	200	added ('OK')	font/woff	etag:%2262c48d7d-9f50%22	https://www.half-life.com/public/css/fonts/CircularStd-Black.WOFF	C:/DownloadedSites/HL/www.half-life.com/public/css/fonts/CircularStd-Black.WOFF	(from https://www.half-life.com/public/css/fonts.css?v=Mjul9c3Wo_h6)
03:50:10	35900/35900	---M--	200	added ('OK')	font/woff	etag:%2262c48d7d-8c3c%22	https://www.half-life.com/public/css/fonts/CircularStd-Book.WOFF	C:/DownloadedSites/HL/www.half-life.com/public/css/fonts/CircularStd-Book.WOFF	(from https://www.half-life.com/public/css/fonts.css?v=Mjul9c3Wo_h6)
03:50:11	43168/43168	---M--	200	added ('OK')	font/woff	etag:%2262c48d7d-a8a0%22	https://www.half-life.com/public/css/fonts/DINPro-Black.WOFF	C:/DownloadedSites/HL/www.half-life.com/public/css/fonts/DINPro-Black.WOFF	(from https://www.half-life.com/public/css/fonts.css?v=Mjul9c3Wo_h6)
03:50:11	31084/31084	---M--	200	added ('OK')	font/woff	etag:%2262c48d7d-796c%22	https://www.half-life.com/public/css/fonts/DINPro-BlackItalic.WOFF	C:/DownloadedSites/HL/www.half-life.com/public/css/fonts/DINPro-BlackItalic.WOFF	(from https://www.half-life.com/public/css/fonts.css?v=Mjul9c3Wo_h6)
03:50:12	44892/44892	---M--	200	added ('OK')	font/woff	etag:%2262c48d7d-af5c%22	https://www.half-life.com/public/css/fonts/DINPro-Bold.WOFF	C:/DownloadedSites/HL/www.half-life.com/public/css/fonts/DINPro-Bold.WOFF	(from https://www.half-life.com/public/css/fonts.css?v=Mjul9c3Wo_h6)
03:50:12	43660/43660	---M--	200	added ('OK')	font/woff	etag:%2262c48d7d-aa8c%22	https://www.half-life.com/public/css/fonts/DINPro-Light.WOFF	C:/DownloadedSites/HL/www.half-life.com/public/css/fonts/DINPro-Light.WOFF	(from https://www.half-life.com/public/css/fonts.css?v=Mjul9c3Wo_h6)
03:50:12	31012/31012	---M--	200	added ('OK')	font/woff	etag:%2262c48d7d-7924%22	https://www.half-life.com/public/css/fonts/DINPro-LightItalic.WOFF	C:/DownloadedSites/HL/www.half-life.com/public/css/fonts/DINPro-LightItalic.WOFF	(from https://www.half-life.com/public/css/fonts.css?v=Mjul9c3Wo_h6)
03:50:13	110577/110577	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-1aff1%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/parallax/alyx_parallax_1.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/parallax/alyx_parallax_1.jpg	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:13	138376/138376	---M--	200	added ('OK')	font/woff	etag:%2262c48d7d-21c88%22	https://www.half-life.com/public/css/fonts/MinionPro-Regular.WOFF	C:/DownloadedSites/HL/www.half-life.com/public/css/fonts/MinionPro-Regular.WOFF	(from https://www.half-life.com/public/css/fonts.css?v=Mjul9c3Wo_h6)
03:50:13	576534/576534	---M--	200	added ('OK')	image/png	etag:%2262c48d7d-8cc16%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/parallax/alyx_parallax_2_small.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/parallax/alyx_parallax_2_small.png	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:13	332948/332948	---M--	200	added ('OK')	image/png	etag:%2262c48d7c-51494%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/parallax/alyx_parallax_3_small.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/parallax/alyx_parallax_3_small.png	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:14	1224994/1224994	---M--	200	added ('OK')	image/png	etag:%2262c48d7b-12b122%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/parallax/alyx_parallax_4_small.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/parallax/alyx_parallax_4_small.png	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:14	696194/696194	---M--	200	added ('OK')	image/png	etag:%2262c48d7b-a9f82%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/parallax/alyx_parallax_5.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/parallax/alyx_parallax_5.png	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:14	35424/35424	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-8a60%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/index_controller.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/index_controller.jpg	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:14	3663/3663	---M--	200	added ('OK')	image/png	etag:%2262c48d7b-e4f%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_roomscale.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_roomscale.png	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:15	4658/4658	---M--	200	added ('OK')	image/png	etag:%2262c48d7b-1232%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_sitting-standing.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_sitting-standing.png	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:15	4898/4898	---M--	200	added ('OK')	image/png	etag:%2262c48d7b-1322%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_teleport.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_teleport.png	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:15	6029/6029	---M--	200	added ('OK')	image/png	etag:%2262c48d7b-178d%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_shift.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_shift.png	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:15	6277/6277	---M--	200	added ('OK')	image/png	etag:%2262c48d7b-1885%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_continuous.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_continuous.png	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:15	34733/34733	---M--	200	added ('OK')	image/png	etag:%2262c48d7b-87ad%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_finger-tracking.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_finger-tracking.png	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:16	21874/21874	---M--	200	added ('OK')	image/png	etag:%2262c48d7b-5572%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_trigger-based.png	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/vr/vr_diagram_trigger-based.png	(from https://www.half-life.com/public/css/alyx.css?v=9P_eGUSlVyLP)
03:50:16	45357/45357	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7c-b12d%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_meta_image.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_meta_image.jpg	(from https://www.half-life.com/en/halflife)
03:50:16	4955/4955	---M-Z	200	added ('OK')	text/css	etag:%22Dp6mdeqohQad%22	https://www.half-life.com/public/css/game.css?v=Dp6mdeqohQad	C:/DownloadedSites/HL/www.half-life.com/public/css/game3d62.css	(from https://www.half-life.com/en/halflife)
03:50:16	1147/1147	---M-Z	200	added ('OK')	text/javascript	etag:%22.u7Op1NQxR6HT%22	https://www.half-life.com/en/public/javascript/game.js?v=.u7Op1NQxR6HT	C:/DownloadedSites/HL/www.half-life.com/en/public/javascript/gameb8df.js	(from https://www.half-life.com/en/halflife)
03:50:17	222436/222436	---M--	200	added ('OK')	image/jpeg	etag:%2260e77004-364e4%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_4.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_4.jpg	(from https://www.half-life.com/en/halflife)
03:50:17	157052/157052	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-2657c%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_1.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_1.jpg	(from https://www.half-life.com/en/halflife)
03:50:17	275070/275070	---M--	200	added ('OK')	image/jpeg	etag:%2260e77004-4327e%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_3.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_3.jpg	(from https://www.half-life.com/en/halflife)
03:50:17	209600/209600	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-332c0%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_2.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife/halflife_2.jpg	(from https://www.half-life.com/en/halflife)
03:50:18	22583/22583	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7c-5837%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_meta_image.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_meta_image.jpg	(from https://www.half-life.com/en/halflife2)
03:50:18	130794/130794	---M--	200	added ('OK')	image/jpeg	etag:%2260e77004-1feea%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_1.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_1.jpg	(from https://www.half-life.com/en/halflife2)
03:50:18	144100/144100	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7c-232e4%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_2.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_2.jpg	(from https://www.half-life.com/en/halflife2)
03:50:18	153548/153548	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7c-257cc%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_3.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_3.jpg	(from https://www.half-life.com/en/halflife2)
03:50:19	76002/76002	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7c-128e2%22	https://cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_4.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/halflife2/halflife2_4.jpg	(from https://www.half-life.com/en/halflife2)
03:50:20	194707/194707	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-2f893%22	https://cdn.akamai.steamstatic.com/half-life.com/images/episode1/episode1_2.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/episode1/episode1_2.jpg	(from https://www.half-life.com/en/episode1)
03:50:20	33837/33837	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-842d%22	https://cdn.akamai.steamstatic.com/half-life.com/images/episode1/episode1_meta_image.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/episode1/episode1_meta_image.jpg	(from https://www.half-life.com/en/episode1)
03:50:20	150673/150673	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-24c91%22	https://cdn.akamai.steamstatic.com/half-life.com/images/episode1/episode1_4.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/episode1/episode1_4.jpg	(from https://www.half-life.com/en/episode1)
03:50:20	26019/26019	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-65a3%22	https://cdn.akamai.steamstatic.com/half-life.com/images/episode2/episode2_meta_image.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/episode2/episode2_meta_image.jpg	(from https://www.half-life.com/en/episode2)
03:50:20	592460/592460	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-90a4c%22	https://cdn.akamai.steamstatic.com/half-life.com/images/episode2/episode2_1.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/episode2/episode2_1.jpg	(from https://www.half-life.com/en/episode2)
03:50:21	378727/378727	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-5c767%22	https://cdn.akamai.steamstatic.com/half-life.com/images/episode2/episode2_2.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/episode2/episode2_2.jpg	(from https://www.half-life.com/en/episode2)
03:50:21	35589/35589	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7d-8b05%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_meta_image.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_meta_image.jpg	(from https://www.half-life.com/en/alyx)
03:50:21	12795/12795	---M-Z	200	added ('OK')	text/css	etag:%22otQlhCkvZMWC%22	https://www.half-life.com/public/css/jquery.fancybox.min.css?v=otQlhCkvZMWC	C:/DownloadedSites/HL/www.half-life.com/public/css/jquery.fancybox.min8905.css	(from https://www.half-life.com/en/alyx)
03:50:21	1895/1895	---M-Z	200	added ('OK')	text/css	etag:%22sGBzxaIzJtzD%22	https://www.half-life.com/public/css/slick.css?v=sGBzxaIzJtzD	C:/DownloadedSites/HL/www.half-life.com/public/css/slick2485.css	(from https://www.half-life.com/en/alyx)
03:50:21	14268/14268	---M-Z	200	added ('OK')	text/javascript	etag:%22.vA7qaCc9mic7%22	https://www.half-life.com/en/public/javascript/alyx.js?v=.vA7qaCc9mic7	C:/DownloadedSites/HL/www.half-life.com/en/public/javascript/alyxf6b2.js	(from https://www.half-life.com/en/alyx)
03:50:22	68265/68265	---M-Z	200	added ('OK')	text/javascript	etag:%22.vdwkDKfMHBd0%22	https://www.half-life.com/en/public/javascript/jquery.fancybox.min.js?v=.vdwkDKfMHBd0	C:/DownloadedSites/HL/www.half-life.com/en/public/javascript/jquery.fancybox.min78f1.js	(from https://www.half-life.com/en/alyx)
03:50:22	42864/42864	---M-Z	200	added ('OK')	text/javascript	etag:%22.bKpyWIETI6E0%22	https://www.half-life.com/en/public/javascript/slick.min.js?v=.bKpyWIETI6E0	C:/DownloadedSites/HL/www.half-life.com/en/public/javascript/slick.min0cd1.js	(from https://www.half-life.com/en/alyx)
03:50:22	349243/349243	---M--	200	added ('OK')	image/jpeg	etag:%2260e77005-5543b%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_feature2.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_feature2.jpg	(from https://www.half-life.com/en/alyx)
03:50:22	271327/271327	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7d-423df%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_posterframe.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/alyx_posterframe.jpg	(from https://www.half-life.com/en/alyx)
03:50:22	29087/29087	---M--	200	added ('OK')	image/jpeg	etag:%2262c48d7b-719f%22	https://cdn.akamai.steamstatic.com/half-life.com/images/alyx/trailer1-thumb.jpg	C:/DownloadedSites/HL/cdn.akamai.steamstatic.com/half-life.com/images/alyx/trailer1-thumb.jpg	(from https://www.half-life.com/en/alyx)
